"source","client","idx","dt_ns"
"present","workspace","879","17974300"
"present","workspace","880","15945700"
"present","workspace","881","17020000"
"present","workspace","882","16951600"
"present","workspace","883","15983100"
"present","workspace","884","16336900"
"present","workspace","885","15961900"
"present","workspace","886","17475400"
"present","workspace","887","16758300"
"present","workspace","888","16037100"
"present","workspace","889","17090700"
"present","workspace","890","16494800"
"present","workspace","891","17850200"
"present","workspace","892","15114800"
"present","workspace","893","17419400"
"present","workspace","894","17062900"
"present","workspace","895","15996300"
"present","workspace","896","17789100"
"present","workspace","897","15710100"
"present","workspace","898","17108900"
"present","workspace","899","16185600"
"present","workspace","900","17165000"
"present","workspace","901","16096800"
"present","workspace","902","16612300"
"present","workspace","903","15992400"
"present","workspace","904","17294600"
"present","workspace","905","18001400"
"present","workspace","906","14983900"
"present","workspace","907","17848800"
"present","workspace","908","16908000"
"present","workspace","909","14965300"
"present","workspace","910","17020800"
"present","workspace","911","17253800"
"present","workspace","912","16653000"
"present","workspace","913","16111700"
"present","workspace","914","17243900"
"present","workspace","915","17047500"
"present","workspace","916","15914500"
"present","workspace","917","16006500"
"present","workspace","918","17107700"
"present","workspace","919","18184200"
"present","workspace","920","15520100"
"present","workspace","921","15762500"
"present","workspace","922","18094500"
"present","workspace","923","17002300"
"present","workspace","924","16057300"
"present","workspace","925","16025000"
"present","workspace","926","17472100"
"present","workspace","927","16954900"
"present","workspace","928","16012100"
"present","workspace","929","15951200"
"present","workspace","930","17049800"
"present","workspace","931","16954400"
"present","workspace","932","16523300"
"present","workspace","933","16280600"
"present","workspace","934","17107500"
"present","workspace","935","16928700"
"present","workspace","936","15997500"
"present","workspace","937","17033500"
"present","workspace","938","16574700"
"present","workspace","939","17093000"
"present","workspace","940","15892100"
"present","workspace","941","17071700"
"present","workspace","942","16868600"
"present","workspace","943","15948300"
"present","workspace","944","17581800"
"present","workspace","945","17079500"
"present","workspace","946","16983100"
"present","workspace","947","16073100"
"present","workspace","948","16967300"
"present","workspace","949","15952600"
"present","workspace","950","16518700"
"present","workspace","951","16021000"
"present","workspace","952","16995900"
"present","workspace","953","17945600"
"present","workspace","954","15002700"
"present","workspace","955","16942200"
"present","workspace","956","17577900"
"present","workspace","957","16969100"
"present","workspace","958","16097500"
"present","workspace","959","15861700"
"present","workspace","960","18110500"
"present","workspace","961","15959500"
"present","workspace","962","16515600"
"present","workspace","963","15949500"
"present","workspace","964","17221600"
"present","workspace","965","17242600"
"present","workspace","966","17031300"
"present","workspace","967","15047600"
"present","workspace","968","17541700"
"present","workspace","969","16994300"
"present","workspace","970","24361000"
"present","workspace","971","13851300"
"present","workspace","972","14206100"
"present","workspace","973","13934800"
"present","workspace","974","16327300"
"present","workspace","975","17876400"
"present","workspace","976","15262700"
"present","workspace","977","17914200"
"present","workspace","978","16072100"
"present","workspace","979","16481200"
"present","workspace","980","16017100"
"present","workspace","981","17984300"
"present","workspace","982","15961900"
"present","workspace","983","17057400"
"present","workspace","984","16146200"
"present","workspace","985","16825000"
"present","workspace","986","16476300"
"present","workspace","987","16020100"
"present","workspace","988","17091900"
"present","workspace","989","17906400"
"present","workspace","990","15272900"
"present","workspace","991","16493400"
"present","workspace","992","17130100"
"present","workspace","993","16988600"
"present","workspace","994","17024700"
